iter	Passed	Remaining
404	8307	12204
405	8324	12179
406	8341	12153
407	8358	12127
408	8374	12101
409	8391	12075
410	8407	12048
411	8423	12021
412	8439	11994
413	8454	11967
414	8485	11961
415	8511	11948
416	8528	11923
417	8546	11899
418	8565	11877
419	8582	11852
420	8600	11827
421	8616	11801
422	8633	11776
423	8650	11751
424	8666	11725
425	8682	11699
426	8699	11673
427	8715	11647
428	8730	11620
429	8747	11595
430	8764	11571
431	8781	11545
432	8797	11519
433	8813	11494
434	8829	11468
435	8846	11443
436	8862	11418
437	8879	11393
438	8895	11367
439	8911	11342
440	8930	11319
441	8946	11294
442	8963	11269
443	8980	11245
444	8997	11222
445	9017	11200
446	9037	11180
447	9055	11157
448	9074	11136
449	9092	11113
450	9113	11093
451	9131	11070
452	9151	11050
453	9170	11028
454	9188	11006
455	9206	10983
456	9224	10960
457	9243	10938
458	9260	10914
459	9277	10891
460	9294	10867
461	9311	10842
462	9327	10818
463	9343	10793
464	9361	10770
465	9379	10747
466	9396	10723
467	9412	10700
468	9430	10676
469	9446	10652
470	9464	10629
471	9482	10607
472	9498	10583
473	9516	10559
474	9532	10535
475	9549	10512
476	9565	10487
477	9581	10463
478	9598	10439
479	9614	10416
480	9631	10392
481	9647	10367
482	9663	10344
483	9680	10320
484	9697	10297
485	9716	10276
486	9733	10252
487	9751	10230
488	9775	10215
489	9800	10200
490	9822	10182
491	9842	10162
492	9862	10142
493	9881	10121
494	9903	10103
495	9925	10085
496	9946	10066
497	9966	10046
498	9988	10028
499	10009	10009
500	10029	9989
501	10050	9969
502	10070	9950
503	10090	9930
504	10111	9911
505	10132	9892
506	10153	9873
507	10174	9854
508	10198	9837
509	10220	9819
510	10239	9799
511	10259	9778
512	10279	9758
513	10299	9738
514	10318	9717
515	10339	9698
516	10358	9677
517	10377	9655
518	10395	9634
519	10413	9612
520	10433	9592
521	10451	9570
522	10469	9548
523	10487	9526
524	10505	9505
525	10523	9483
526	10541	9461
527	10559	9439
528	10579	9419
529	10600	9400
530	10618	9379
531	10638	9358
532	10656	9337
533	10674	9315
534	10692	9293
535	10711	9272
536	10730	9252
537	10748	9230
538	10766	9208
539	10785	9187
540	10807	9169
541	10837	9157
542	10863	9143
543	10892	9130
544	10918	9115
545	10946	9102
546	10973	9087
547	10997	9071
548	11018	9052
549	11040	9032
550	11060	9012
551	11080	8992
552	11100	8972
553	11120	8952
554	11143	8934
555	11163	8914
556	11181	8893
557	11200	8872
558	11219	8851
559	11239	8830
560	11258	8809
561	11277	8789
562	11296	8768
563	11317	8748
564	11339	8730
565	11360	8710
566	11380	8691
567	11399	8670
568	11419	8650
569	11438	8629
570	11456	8607
571	11475	8586
572	11493	8564
573	11510	8542
574	11529	8521
575	11547	8500
576	11565	8478
577	11583	8457
578	11601	8435
579	11619	8413
580	11637	8392
581	11655	8371
582	11673	8349
583	11691	8328
584	11709	8306
585	11727	8285
586	11744	8263
587	11762	8241
588	11781	8220
589	11799	8199
590	11820	8180
591	11839	8159
592	11858	8139
593	11876	8117
594	11894	8096
595	11913	8075
596	11931	8054
597	11948	8032
598	11967	8011
599	11984	7989
600	12002	7968
601	12019	7946
602	12038	7925
603	12056	7904
604	12073	7882
605	12091	7861
606	12108	7839
607	12125	7817
608	12142	7795
609	12159	7774
610	12177	7752
611	12194	7730
612	12210	7709
613	12228	7687
614	12244	7665
615	12263	7645
616	12281	7623
617	12299	7602
618	12316	7580
619	12335	7560
620	12354	7539
621	12371	7518
622	12389	7497
623	12406	7475
624	12423	7454
625	12441	7433
626	12458	7411
627	12475	7390
628	12492	7368
629	12510	7347
630	12527	7325
631	12544	7304
632	12561	7282
633	12578	7261
634	12595	7240
635	12612	7218
636	12630	7197
637	12646	7175
638	12664	7154
639	12681	7133
640	12699	7112
641	12716	7091
642	12734	7070
643	12751	7049
644	12769	7028
645	12787	7007
646	12804	6985
647	12821	6964
648	12838	6943
649	12854	6921
650	12874	6902
651	12891	6880
652	12908	6859
653	12924	6837
654	12941	6816
655	12959	6795
656	12975	6774
657	12992	6753
658	13009	6731
659	13028	6711
660	13045	6690
661	13063	6669
662	13082	6649
663	13101	6629
664	13118	6608
665	13138	6588
666	13157	6568
667	13175	6548
668	13193	6527
669	13210	6506
670	13227	6485
671	13245	6465
672	13264	6444
673	13281	6423
674	13298	6402
675	13314	6381
676	13331	6360
677	13348	6339
678	13365	6318
679	13382	6297
680	13400	6276
681	13417	6256
682	13435	6235
683	13453	6215
684	13471	6194
685	13489	6174
686	13507	6154
687	13525	6133
688	13543	6113
689	13563	6093
690	13579	6072
691	13596	6051
692	13614	6031
693	13632	6010
694	13649	5990
695	13666	5969
696	13685	5949
697	13703	5928
698	13721	5908
699	13739	5888
700	13757	5868
701	13777	5848
702	13795	5828
703	13812	5807
704	13831	5787
705	13848	5766
706	13865	5746
707	13883	5725
708	13900	5705
709	13919	5685
710	13937	5665
711	13953	5644
712	13971	5623
713	13988	5603
714	14005	5582
715	14023	5562
716	14041	5542
717	14059	5521
718	14077	5501
719	14095	5481
720	14114	5461
721	14131	5441
722	14148	5420
723	14165	5400
724	14182	5379
725	14201	5359
726	14217	5339
727	14235	5318
728	14253	5298
729	14270	5277
730	14287	5257
731	14305	5237
732	14324	5217
733	14341	5197
734	14359	5177
735	14378	5157
736	14396	5137
737	14415	5117
738	14434	5098
739	14453	5078
740	14470	5057
741	14487	5037
742	14505	5017
743	14523	4997
744	14541	4977
745	14560	4957
746	14578	4937
747	14596	4917
748	14613	4897
749	14631	4877
750	14648	4856
751	14667	4837
752	14688	4818
753	14707	4798
754	14724	4778
755	14742	4758
756	14760	4738
757	14779	4718
758	14795	4698
759	14813	4677
760	14831	4657
761	14848	4637
762	14866	4617
763	14883	4597
764	14901	4577
765	14918	4557
766	14936	4537
767	14953	4517
768	14971	4497
769	14987	4476
770	15005	4456
771	15023	4436
772	15041	4416
773	15058	4397
774	15075	4376
775	15093	4356
776	15111	4336
777	15127	4316
778	15146	4296
779	15164	4277
780	15181	4257
781	15199	4237
782	15216	4217
783	15234	4197
784	15252	4177
785	15269	4157
786	15290	4138
787	15309	4118
788	15325	4098
789	15342	4078
790	15360	4058
791	15377	4038
792	15395	4018
793	15413	3998
794	15430	3978
795	15447	3958
796	15464	3938
797	15483	3919
798	15501	3899
799	15519	3879
800	15536	3859
801	15554	3840
802	15572	3820
803	15590	3800
804	15607	3780
805	15624	3760
806	15642	3740
807	15658	3720
808	15676	3701
809	15693	3681
810	15710	3661
811	15728	3641
812	15746	3621
813	15763	3601
814	15780	3582
815	15797	3562
816	15815	3542
817	15833	3522
818	15852	3503
819	15871	3483
820	15894	3465
821	15912	3445
822	15932	3426
823	15951	3407
824	15970	3387
825	15991	3368
826	16010	3349
827	16029	3329
828	16046	3310
829	16065	3290
830	16083	3270
831	16103	3251
832	16121	3232
833	16139	3212
834	16159	3193
835	16179	3173
836	16197	3154
837	16215	3134
838	16233	3115
839	16251	3095
840	16270	3076
841	16288	3056
842	16305	3036
843	16324	3017
844	16342	2997
845	16359	2978
846	16377	2958
847	16396	2938
848	16414	2919
849	16433	2900
850	16451	2880
851	16469	2860
852	16487	2841
853	16507	2822
854	16525	2802
855	16543	2783
856	16561	2763
857	16579	2743
858	16598	2724
859	16616	2705
860	16634	2685
861	16653	2666
862	16671	2646
863	16690	2627
864	16710	2608
865	16730	2588
866	16750	2569
867	16768	2550
868	16786	2530
869	16805	2511
870	16823	2491
871	16842	2472
872	16860	2452
873	16878	2433
874	16895	2413
875	16914	2394
876	16932	2374
877	16949	2355
878	16967	2335
879	16985	2316
880	17002	2296
881	17020	2277
882	17038	2257
883	17055	2238
884	17073	2218
885	17090	2198
886	17107	2179
887	17124	2159
888	17142	2140
889	17159	2120
890	17176	2101
891	17194	2081
892	17211	2062
893	17230	2042
894	17248	2023
895	17265	2004
896	17283	1984
897	17300	1965
898	17319	1945
899	17336	1926
900	17354	1906
901	17373	1887
902	17391	1868
903	17409	1848
904	17427	1829
905	17445	1809
906	17462	1790
907	17479	1771
908	17496	1751
909	17513	1732
910	17531	1712
911	17550	1693
912	17567	1674
913	17584	1654
914	17601	1635
915	17618	1615
916	17636	1596
917	17654	1576
918	17670	1557
919	17688	1538
920	17706	1518
921	17725	1499
922	17743	1480
923	17761	1460
924	17779	1441
925	17796	1422
926	17814	1402
927	17831	1383
928	17848	1364
929	17865	1344
930	17882	1325
931	17899	1305
932	17919	1286
933	17939	1267
934	17960	1248
935	17979	1229
936	17999	1210
937	18019	1191
938	18039	1171
939	18056	1152
940	18074	1133
941	18093	1114
942	18111	1094
943	18129	1075
944	18146	1056
945	18164	1036
946	18181	1017
947	18199	998
948	18217	979
949	18234	959
950	18252	940
951	18270	921
952	18287	901
953	18303	882
954	18319	863
955	18338	844
956	18354	824
957	18370	805
958	18385	786
959	18401	766
960	18418	747
961	18433	728
962	18449	708
963	18465	689
964	18481	670
965	18497	651
966	18513	631
967	18529	612
968	18545	593
969	18561	574
970	18578	554
971	18593	535
972	18610	516
973	18627	497
974	18643	478
975	18659	458
976	18676	439
977	18692	420
978	18709	401
979	18725	382
980	18742	363
981	18759	343
982	18775	324
983	18792	305
984	18808	286
985	18825	267
986	18841	248
987	18858	229
988	18875	209
989	18893	190
990	18911	171
991	18931	152
992	18949	133
993	18967	114
994	18984	95
995	19001	76
996	19020	57
997	19038	38
998	19057	19
999	19075	0
